diff_type,partiful_id,old_id,current_id,old_name,current_name,old_date,current_date,old_time,current_time,old_location,current_location,old_company,current_company,event_url,source_url,current_weekday,current_time_bucket,current_hosts
changed:event_url,IYJwzTXfQeIaIL1YqCg7,4045,4045,Big IDEAS @ Big SNOW - 2026,Big IDEAS @ Big SNOW - 2026,2026-06-02,2026-06-02,09:00:00,09:00:00,Hudson Yards,Hudson Yards,Sidecut Ventures,Sidecut Ventures,https://partiful.com/e/IYJwzTXfQeIaIL1YqCg7,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,Sidecut Ventures
added,IaHFZrZwfwKVMbQGFvAt,,5433,,Impact Room: Building The Future We Want,,2026-06-05,,18:00:00,,Lower East Side,,AAC,https://partiful.com/e/IaHFZrZwfwKVMbQGFvAt,https://www.tech-week.com/calendar/nyc,Friday,Evening,AAC; Starseed Studios
changed:event_url,IjcQJFIYc2PPkDOy0h3r,5895,5895,Frontier House NYC - General Partner Roundtable,Frontier House NYC - General Partner Roundtable,2026-06-03,2026-06-03,14:00:00,14:00:00,Midtown,Midtown,Eleven Wall Ventures,Eleven Wall Ventures,https://partiful.com/e/IjcQJFIYc2PPkDOy0h3r,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Eleven Wall Ventures
added,ImH5yBRFVdqG8ol24cmc,,6301,,How We AI? NYC Edition,,2026-06-04,,18:00:00,,Flatiron,,CambrianEdge.ai,https://partiful.com/e/ImH5yBRFVdqG8ol24cmc,https://www.tech-week.com/calendar/nyc,Thursday,Evening,CambrianEdge.ai
added,IoEy26e6LoWbvwVRCTzR,,5001,,The Brick Room - Where the Best Ideas get built Twice,,2026-06-01,,17:00:00,,Flatiron,,Fine Line Consultants,https://partiful.com/e/IoEy26e6LoWbvwVRCTzR,https://www.tech-week.com/calendar/nyc,Monday,Evening,Fine Line Consultants
added,IwQrRKHdA83SveHTnf1X,,6606,,AI for Good Meetup,,2026-06-01,,14:00:00,,Flatiron,,AI for Social Good NYC,https://partiful.com/e/IwQrRKHdA83SveHTnf1X,https://www.tech-week.com/calendar/nyc,Monday,Afternoon,AI for Social Good NYC
changed:event_url,J3QgJAdVI8mGoxIqfzTa,5010,5010,Christians*inTech Picnic,Christians*inTech Picnic,2026-06-07,2026-06-07,12:30:00,12:30:00,Central Park,Central Park,Christians*inTech,Christians*inTech,https://partiful.com/e/J3QgJAdVI8mGoxIqfzTa,https://www.tech-week.com/calendar/nyc,Sunday,Noon,Christians*inTech
changed:event_url,J6blMPb7wLXWeNTeuJCN,5045,5045,How We Build with Agents,How We Build with Agents,2026-06-02,2026-06-02,18:00:00,18:00:00,Meatpacking District,Meatpacking District,Betaworks,Betaworks,https://partiful.com/e/J6blMPb7wLXWeNTeuJCN,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Betaworks
added,JBz0cmetzCNNmrxKhAfI,,4209,,Stable Summit IV: New York City,,2026-06-04,,09:00:00,,SoHo,,Stable Summit,https://partiful.com/e/JBz0cmetzCNNmrxKhAfI,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Stable Summit
added,JKLycObL4isIKtz0HqjO,,5646,,Distilled Conversations: Questions at the Frontier with Mirage,,2026-06-03,,18:30:00,,Union Square,,Distilled,https://partiful.com/e/JKLycObL4isIKtz0HqjO,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Distilled; Mirage
changed:event_url,JL5du0VlezG8MNoxYZ1S,4906,4906,Pre-Game,Pre-Game,2026-06-02,2026-06-02,09:00:00,09:00:00,SoHo,SoHo,Golden Hour Ventures,Golden Hour Ventures,https://partiful.com/e/JL5du0VlezG8MNoxYZ1S,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,Golden Hour Ventures; Dream Ventures
changed:name|event_url,JOh4G5YjH6PW0756ISsd,5209,5209,Snowflake Café at Verci,Snowflake Cafe at Verci: Leverage AI and Snowflake to Outpace Your Competition,2026-06-04,2026-06-04,09:00:00,09:00:00,Flatiron,Flatiron,Snowflake,Snowflake,https://partiful.com/e/JOh4G5YjH6PW0756ISsd,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Snowflake; Verci
changed:event_url,JPEEcl2tkCTbrJdLhM0K,5419,5419,Ancient Wisdom Meets Modern Fertility: A Sound Bath + Conversation on Cycle Intelligence,Ancient Wisdom Meets Modern Fertility: A Sound Bath + Conversation on Cycle Intelligence,2026-06-02,2026-06-02,14:00:00,14:00:00,Nomad,Nomad,Lotus Fertility,Lotus Fertility,https://partiful.com/e/JPEEcl2tkCTbrJdLhM0K,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Lotus Fertility; The Rewilding Collective
added,JSaitRA2wgRoRy9FP45G,,6568,,Southern Code — Harness Engineering for Founders: How to Ship Real Software with AI,,2026-06-04,,11:00:00,,Central Park,,Southern Code,https://partiful.com/e/JSaitRA2wgRoRy9FP45G,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Southern Code; Consulate General of Argentina in New York
added,JWVWOaAPymS8WRbP2g5T,,117,,FUTURE TITANS LP/GP Movie Night: The Big Short (with Greg Lippmann live commentary),,2026-06-02,,18:00:00,,Midtown,,Rock Yard Ventures,https://partiful.com/e/JWVWOaAPymS8WRbP2g5T,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Rock Yard Ventures
changed:name,JYpVVnt8arHL8QFFVE4O,5803,5803,SheSuite: Tech Founders + Vibe Coding,SheSuite: AI Operators + Vibe Coding,2026-06-04,2026-06-04,10:00:00,10:00:00,Union Square,Union Square,Sparx Labs,Sparx Labs,https://partiful.com/e/JYpVVnt8arHL8QFFVE4O,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Sparx Labs; Tavia Health
changed:name,JZl9gHlfQ6edJxp2BoCy,127,127,REVENUE ENGINE: DRIVING SALES & DEMAND IN AN AI WORLD,FIN.TECH MARKETING CONFERENCE: DRIVING SALES & DEMAND IN AN AI WORLD,2026-06-03,2026-06-03,09:30:00,09:30:00,Financial District,Financial District,Fin.Tech Marketing Community,Fin.Tech Marketing Community,https://partiful.com/e/JZl9gHlfQ6edJxp2BoCy,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,FinTech Marketing Community
added,Jax5q2nEKzeH7VhmDvS3,,6351,,NY Tech Week: First (Reality) Check,,2026-06-03,,19:00:00,,Tribeca,,For The Firsts,https://partiful.com/e/Jax5q2nEKzeH7VhmDvS3,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,For The Firsts
changed:event_url,JiBs94gNoe1bITFBC2Ie,4783,4783,Investing in Cultural Infrastructure Lunch,Investing in Cultural Infrastructure Lunch,2026-06-02,2026-06-02,12:00:00,12:00:00,Financial District,Financial District,XLAI,XLAI,https://partiful.com/e/JiBs94gNoe1bITFBC2Ie,https://www.tech-week.com/calendar/nyc,Tuesday,Noon,XLAI
changed:name,Jl1DEHZSKYd66t6P0OHA,4832,4832,"Travel, Recharged!",Travel Recharge Mixer!,2026-06-04,2026-06-04,17:30:00,17:30:00,Union Square,Union Square,Nappr,Nappr,https://partiful.com/e/Jl1DEHZSKYd66t6P0OHA,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Nappr; Flex N' Fly
changed:event_url,K5lGeT64lmY0bPqejje4,5801,5801,Bodega and Small Business Innovation Summit - Digitizing the Corner Store,Bodega and Small Business Innovation Summit - Digitizing the Corner Store,2026-06-04,2026-06-04,16:00:00,16:00:00,,,Bodega and Small Business Group,Bodega and Small Business Group,https://partiful.com/e/K5lGeT64lmY0bPqejje4,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,"Bodega and Small Business Group; Venture Outfitters, Inc. DBA Tech Ranch"
added,K9Ysd4ENZ9lGTRHpR8v9,,6458,,VNTR Investor Roundtable New York,,2026-06-04,,17:30:00,,Midtown,,VNTR,https://partiful.com/e/K9Ysd4ENZ9lGTRHpR8v9,https://www.tech-week.com/calendar/nyc,Thursday,Evening,VNTR
changed:name,KGSXQ79cHkBiKfGSa4J4,94,94,The Future of AI in Biology - Pareto Holdings and,The Future of AI in Biology - Pareto Holdings and #NYTechWeek,2026-06-03,2026-06-03,18:00:00,18:00:00,SoHo,SoHo,Pareto Holdings,Pareto Holdings,https://partiful.com/e/KGSXQ79cHkBiKfGSa4J4,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Pareto Holdings
added,KIimVVdYB8fjaiE1UdZz,,6577,,Built in NYC: AI Edition,,2026-06-04,,16:00:00,,Flatiron,,Fenwick,https://partiful.com/e/KIimVVdYB8fjaiE1UdZz,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Fenwick; Radical Ventures
changed:name,KOpqOgcYvaValKqg0547,5269,5269,Gender HealthTech: The Next Investment Frontier (Pre-Seed Founders and Angel & VC Investors),Gender HealthTech: The Next Investment Frontier (Pre-Seed/Seed Founders & Active Angels/VCs),2026-06-02,2026-06-02,16:00:00,16:00:00,Chelsea,Chelsea,Trans Health HQ,Trans Health HQ,https://partiful.com/e/KOpqOgcYvaValKqg0547,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Trans Health HQ; Visible Hands; VCFamilia
added,KOwyHVmXJ0MHmuKHPRmu,,6522,,Tech:NYC's Decoded Futures Build Day,,2026-06-04,,14:00:00,,Financial District,,Decoded Futures at Tech:NYC,https://partiful.com/e/KOwyHVmXJ0MHmuKHPRmu,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Decoded Futures (Tech:NYC)
removed,KRCgLaYukzBfeBmNoQfA,4828,,Demo Day at the CSI Innovation Hub,,2026-06-06,,11:00:00,,Financial District,,CSI Innovation Hub,,https://partiful.com/e/KRCgLaYukzBfeBmNoQfA?c=VHqSTMgR,https://www.tech-week.com/calendar/nyc,Saturday,Morning,CSI Innovation Hub
changed:name,KTWA41kbFNYFFtf6HcG7,5237,5237,AI x The Future of Work,AI x The Future Of Work: Social & Human Capital,2026-06-03,2026-06-03,18:00:00,18:00:00,Upper Manhattan,Upper Manhattan,HuCapital,HuCapital,https://partiful.com/e/KTWA41kbFNYFFtf6HcG7,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,HuCapital
changed:event_url,KbU1aXj8PlE4DHqMi7nL,4394,4394,"Connecting Celebrities, Fans & Brands, Where Influence Meets Impact — Celecart × Watch Her Win at","Connecting Celebrities, Fans & Brands, Where Influence Meets Impact — Celecart × Watch Her Win at",2026-06-05,2026-06-05,15:00:00,15:00:00,Greenwich Village,Greenwich Village,Celecart Inc.,Celecart Inc.,https://partiful.com/e/KbU1aXj8PlE4DHqMi7nL,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,Celecart Inc.; Watch Her Win New York
added,KdjtJu1sSTiUTHrehm2e,,6523,,"Tokenizing the Real Economy: Web3, Regulation and New Market Infrastructure",,2026-06-03,,14:30:00,,Central Park,,Wootic,https://partiful.com/e/KdjtJu1sSTiUTHrehm2e,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Wootic; Consulate General of Argentina in New York; KLW
added,Kgq1v7sDmgY8kfJxmU8E,,6663,,Dual-Use Innovation Exchange,,2026-06-01,,17:00:00,,Midtown,,Campus Deep Tech,https://partiful.com/e/Kgq1v7sDmgY8kfJxmU8E,https://www.tech-week.com/calendar/nyc,Monday,Evening,Campus Deep Tech; Defense Entrepreneurs Forum (DEF)
changed:date|location,Kic8XARGdGTCYCZqd62I,5753,5753,Vibe Space Demo Day and Mixer,Vibe Space Demo Day and Mixer,2026-06-07,2026-06-06,15:00:00,15:00:00,Tribeca,Flatiron,Venture Miner,Venture Miner,https://partiful.com/e/Kic8XARGdGTCYCZqd62I,https://www.tech-week.com/calendar/nyc,Saturday,Afternoon,Venture Miner; Firecrawl; Lazo
changed:event_url,Ku3dnK0jFElueDqn5oba,4038,4038,Women in Tech Leadership Happy Hour/Networking (Invite Only),Women in Tech Leadership Happy Hour/Networking (Invite Only),2026-06-02,2026-06-02,18:30:00,18:30:00,Chelsea,Chelsea,Products by Women,Products by Women,https://partiful.com/e/Ku3dnK0jFElueDqn5oba,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Products by Women; Geeks & Experts
added,L07TEdnMvXFvon3yhy5f,,6333,,SOLO UNICORN AFTER-PARTY — Tech Week Wrap,,2026-06-06,,19:00:00,,Midtown,,Solo Unicorn Club,https://partiful.com/e/L07TEdnMvXFvon3yhy5f,https://www.tech-week.com/calendar/nyc,Saturday,Evening,Solo Unicorn Club; Manhattan Elite Club
added,L9pbPvwYLTbSngRjJIT4,,6624,,The Doctor Investor Summit,,2026-06-07,,11:30:00,,Midtown,,investDoc,https://partiful.com/e/L9pbPvwYLTbSngRjJIT4,https://www.tech-week.com/calendar/nyc,Sunday,Morning,investDoc
removed,LCaaTKajkBChnpzTJVMr,4074,,NY TECH WEEK AT THE ALTAR,,2026-06-01,,15:00:00,,Flatiron,,The Altar,,https://partiful.com/e/LCaaTKajkBChnpzTJVMr,https://www.tech-week.com/calendar/nyc,Monday,Afternoon,ConciergeMD; The Altar
added,LCvyYaFwldgIhU0yb8cW,,6338,,Tech Week Closing Party by Madeline & Co. + Excelsior Edge Ventures,,2026-06-06,,19:00:00,,SoHo,,Madeline & Co.,https://partiful.com/e/LCvyYaFwldgIhU0yb8cW,https://www.tech-week.com/calendar/nyc,Saturday,Evening,Madeline & Co.; Excelsior Edge Ventures
added,LHa7ajTxQ2ocA6PaKy6j,,6647,,The Venture Studio Playbook,,2026-06-04,,09:00:00,,Flatiron,,Fenwick,https://partiful.com/e/LHa7ajTxQ2ocA6PaKy6j,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Fenwick
changed:time,LLiCxUejAn5y5prqxhg2,4623,4623,Female Founder Pitch Day! +networking,Female Founder Pitch Day! +networking,2026-06-04,2026-06-04,16:00:00,14:00:00,Midtown,Midtown,Fierce Foundry,Fierce Foundry,https://partiful.com/e/LLiCxUejAn5y5prqxhg2,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Fierce Foundry; Perkins Coie
removed,LRKo0DyGl5PCR5nECZ7S,164,,AI x Construction Panel,,2026-06-02,,15:00:00,,SoHo,,Blueprints AI,,https://partiful.com/e/LRKo0DyGl5PCR5nECZ7S,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Blueprints AI
added,LSj9Pfuz86SEiUvjvtNt,,6537,,Servipro the future of On Demand Services,,2026-06-01,,14:30:00,,Central Park,,Servipro,https://partiful.com/e/LSj9Pfuz86SEiUvjvtNt,https://www.tech-week.com/calendar/nyc,Monday,Afternoon,Servipro; Consulate General of Argentina in New York
added,LfcdIfXJm6zJ4eEI2RaJ,,6601,,Coffee & Walk: Turning Deep Tech IP into Ventures,,2026-06-04,,08:00:00,,Central Park,,Koc University,https://partiful.com/e/LfcdIfXJm6zJ4eEI2RaJ,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Koc University
added,M066UywP0GahJpN3RtDM,,5097,,Too Young to Lead? How to Win in Tech Anyway,,2026-06-05,,14:00:00,,Midtown,,Smadlytics Inc,https://partiful.com/e/M066UywP0GahJpN3RtDM,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,Smadlytics Inc
changed:event_url,M0IcRybbcOWR9tbpmutm,4037,4037,Fitness For Founders: The TAY Way Pro Day,Fitness For Founders: The TAY Way Pro Day,2026-06-06,2026-06-06,09:00:00,09:00:00,Midtown,Midtown,TAY Fitness,TAY Fitness,https://partiful.com/e/M0IcRybbcOWR9tbpmutm,https://www.tech-week.com/calendar/nyc,Saturday,Morning,TAY Fitness; Technology Founders of America
changed:event_url,M0kczMvabHZ7JY00zfwA,4553,4553,Plus-One Party™: Founders & Funders Edition,Plus-One Party™: Founders & Funders Edition,2026-06-02,2026-06-02,19:00:00,19:00:00,SoHo,SoHo,MongoDB,MongoDB,https://partiful.com/e/M0kczMvabHZ7JY00zfwA,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,MongoDB; Met Through Friends
changed:event_url,M22GC4aLfY3Rf3wS80SR,5721,5721,The Future of Tech & Talent in NYC: A New Hub for Startups | Panel & Cocktail Reception,The Future of Tech & Talent in NYC: A New Hub for Startups | Panel & Cocktail Reception,2026-06-04,2026-06-04,16:15:00,16:15:00,Flatiron,Flatiron,IBM,IBM,https://partiful.com/e/M22GC4aLfY3Rf3wS80SR,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,IBM; Tech:NYC; Comcast Ventures
changed:time,M3xlfwQ93o3IjcGUAkIQ,123,123,Founders & Funders: VC Reverse Pitch,Founders & Funders: VC Reverse Pitch,2026-06-02,2026-06-02,18:00:00,17:00:00,Midtown,Midtown,Founders N' Funders,Founders N' Funders,https://partiful.com/e/M3xlfwQ93o3IjcGUAkIQ,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Founders N’ Funders; Atlassian
changed:time,M7TEr1UmiL341A0iFk7Q,4143,4143,The Hidden Currency of Healthcare Leadership in the AI Era,The Hidden Currency of Healthcare Leadership in the AI Era,2026-06-05,2026-06-05,11:00:00,14:00:00,Tribeca,Tribeca,Virre,Virre,https://partiful.com/e/M7TEr1UmiL341A0iFk7Q,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,Virre
added,M9CYO508xMYhTkW9mphO,,6279,,ADHD & Startup Life,,2026-06-04,,18:00:00,,SoHo,,M13,https://partiful.com/e/M9CYO508xMYhTkW9mphO,https://www.tech-week.com/calendar/nyc,Thursday,Evening,M13; Rho
added,MGw5Ckm5L452QnaezIkR,,6362,,The Case for Open Generative Media: Bria X fal X LTX,,2026-06-04,,17:00:00,,Chelsea,,Bria,https://partiful.com/e/MGw5Ckm5L452QnaezIkR,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Bria; fal; LTX
removed,MOOeASMh0NNfJNE1Dlsa,259,,West Village Pizza Crawl: NY Tech Week Edition,,2026-06-07,,17:00:00,,West Village,,localhost:nyc,,https://partiful.com/e/MOOeASMh0NNfJNE1Dlsa,https://www.tech-week.com/calendar/nyc,Sunday,Evening,localhost:nyc
changed:event_url,MPI0obsZsnEvkyHZ81mm,4052,4052,Tech Week Takeoff: Hosted by Nimbus Aerospace,Tech Week Takeoff: Hosted by Nimbus Aerospace,2026-06-02,2026-06-02,16:00:00,16:00:00,Upper Manhattan,Upper Manhattan,Nimbus Aerospace,Nimbus Aerospace,https://partiful.com/e/MPI0obsZsnEvkyHZ81mm,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Nimbus Aerospace
added,MQvS9RrcXl6HcAEzfzhg,,6493,,"The builder’s table: AI finance leaders lunch with Vayu, Base44 & PwC",,2026-06-01,,14:30:00,,Midtown,,PwC,https://partiful.com/e/MQvS9RrcXl6HcAEzfzhg,https://www.tech-week.com/calendar/nyc,Monday,Afternoon,PwC; Vayu; Base44
changed:name,MS799jnbmEb4W8981dii,6359,6359,Women Who Code Summit,Women Who Code Summit - #New York TechWeek,2026-06-02,2026-06-02,09:00:00,09:00:00,Financial District,Financial District,Women Who Code,Women Who Code,https://partiful.com/e/MS799jnbmEb4W8981dii,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,Women Who Code
added,MWGk8lDzyyBUFWW7Cv2f,,6622,,MLH Accelerate - AI hackathon for founders,,2026-06-02,,13:00:00,,Flatiron,,Major League Hacking,https://partiful.com/e/MWGk8lDzyyBUFWW7Cv2f,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Major League Hacking
removed,MYIMRXEDdObGOyBaCpeK,6260,,Intuit Mailchimp Dev Happy Hour,,2026-06-04,,18:00:00,,Meatpacking District,,Intuit Mailchimp,,https://partiful.com/e/MYIMRXEDdObGOyBaCpeK,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Intuit Mailchimp
added,MYjkIWX4pyKfwaKYp0PN,,6484,,What’s Actually Working in EdTech Right Now,,2026-06-05,,18:30:00,,Upper Manhattan,,Eduwave AI,https://partiful.com/e/MYjkIWX4pyKfwaKYp0PN,https://www.tech-week.com/calendar/nyc,Friday,Evening,Eduwave AI; TransferX
changed:event_url,MiOQHxdejDBQkwhrPEZF,5081,5081,CVC and Founder RFLP (Request for Lunch and Product),CVC and Founder RFLP (Request for Lunch and Product),2026-06-02,2026-06-02,12:00:00,12:00:00,Nomad,Nomad,Generous Ventures,Generous Ventures,https://partiful.com/e/MiOQHxdejDBQkwhrPEZF,https://www.tech-week.com/calendar/nyc,Tuesday,Noon,Generous Ventures
added,MkFFhfLec1pWUceNGwmu,,6640,,Connection Hike presented by HubSpot for Startups,,2026-06-03,,09:00:00,,Central Park,,HubSpot,https://partiful.com/e/MkFFhfLec1pWUceNGwmu,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,HubSpot; Business Outside
changed:event_url,MkbepF7zY8oKuzIMECtC,4548,4548,Tomato Tomato Party @ Ambrook,Tomato Tomato Party @ Ambrook,2026-06-04,2026-06-04,18:00:00,18:00:00,SoHo,SoHo,Ambrook,Ambrook,https://partiful.com/e/MkbepF7zY8oKuzIMECtC,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Ambrook
changed:event_url,MmoaaHh8DQi0Upn3y27E,4905,4905,Founder Bites: Legal Edition,Founder Bites: Legal Edition,2026-06-03,2026-06-03,09:00:00,09:00:00,Midtown,Midtown,Draper House Americas,Draper House Americas,https://partiful.com/e/MmoaaHh8DQi0Upn3y27E,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Draper House Americas; Morrison Foerster
added,MqjofFn5eLPZywUqKfdQ,,6292,,Venture Point Legal Office Hours and Happy Hours,,2026-06-01,,15:00:00,,SoHo,,Venture Point Legal,https://partiful.com/e/MqjofFn5eLPZywUqKfdQ,https://www.tech-week.com/calendar/nyc,Monday,Afternoon,Venture Point Legal
added,Mwy9DqLWKajBik1wulVn,,4049,,The Beauty of Infrastructure: Redesigning the Guest and Resident Experience,,2026-06-01,,17:00:00,,Union Square,,Triple Eight Creative,https://partiful.com/e/Mwy9DqLWKajBik1wulVn,https://www.tech-week.com/calendar/nyc,Monday,Evening,Triple Eight Creative
changed:name,N0eqFpTuPdUZKPjJAhqj,6291,6291,RE:WEALTH,RE:WEALTH #NYCTECH WEEK,2026-06-04,2026-06-04,16:00:00,16:00:00,Chelsea,Chelsea,Sanctum Foundation,Sanctum Foundation,https://partiful.com/e/N0eqFpTuPdUZKPjJAhqj,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Sanctum Foundation
added,N5MNmuL6UAxVrfURtxc8,,5959,,FoundersBoost NYC Demo Day,,2026-06-02,,16:45:00,,Midtown,,FoundersBoost,https://partiful.com/e/N5MNmuL6UAxVrfURtxc8,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,FoundersBoost
added,N7RkEZo76K7Y1nHa2Mpu,,6160,,The Digital Twin Experience: Powered by HeyGen,,2026-06-01,,16:00:00,,SoHo,,Avantgarde Communications,https://partiful.com/e/N7RkEZo76K7Y1nHa2Mpu,https://www.tech-week.com/calendar/nyc,Monday,Afternoon,Avantgarde Communications
added,NCgg6DTFr0Gf4WYiUwJD,,4590,,The Living Space,,2026-06-01,,17:00:00,,Central Park,,Lazo Fintech Inc,https://partiful.com/e/NCgg6DTFr0Gf4WYiUwJD,https://www.tech-week.com/calendar/nyc,Monday,Evening,Lazo Fintech Inc
added,NCyCpVKFHXfdVuODhP90,,5716,,Shark Tank: Unethical Hackathon & Pitch Competition,,2026-06-02,,17:30:00,,Lower East Side,,MAANG,https://partiful.com/e/NCyCpVKFHXfdVuODhP90,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,MAANG
added,NEACQLRcBvDYbv4ERCaW,,6598,,Seraphim SpaceTech Drinks,,2026-06-02,,16:30:00,,Midtown,,Seraphim Space,https://partiful.com/e/NEACQLRcBvDYbv4ERCaW,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Seraphim Space; Crowell & Moring
changed:event_url,NGgfzMriEK2HgnbSsvzs,5926,5926,What if healthcare moved as fast as everything else?,What if healthcare moved as fast as everything else?,2026-06-01,2026-06-01,18:00:00,18:00:00,Flatiron,Flatiron,Willow Health,Willow Health,https://partiful.com/e/NGgfzMriEK2HgnbSsvzs,https://www.tech-week.com/calendar/nyc,Monday,Evening,Willow Health
changed:event_url,NJNZyUqjxcUsyY9CYu1z,4395,4395,Building at the Top: Leadership Lessons from Female Leaders in Tech,Building at the Top: Leadership Lessons from Female Leaders in Tech,2026-06-02,2026-06-02,18:00:00,18:00:00,Brooklyn,Brooklyn,Topline Pro,Topline Pro,https://partiful.com/e/NJNZyUqjxcUsyY9CYu1z,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Topline Pro
changed:name|time|location,NSLiWDiJVzPWl0DyQcDU,4718,4718,AI-Native Services: Why SaaS is Dead,AI-Native Services: Founders Panel,2026-06-05,2026-06-05,17:00:00,12:00:00,Midtown,Hudson Yards,Elysian,Elysian,https://partiful.com/e/NSLiWDiJVzPWl0DyQcDU,https://www.tech-week.com/calendar/nyc,Friday,Noon,Elysian; BCG; Portage Ventures
